,sku_ID,type,brand_ID,attribute1,attribute2,activate_date,deactivate_date
449,6033030e62,2.0,9b0d3a5fc6,2.0,60.0,,
450,6ba6594fcb,2.0,9b0d3a5fc6,3.0,60.0,,
451,7e7ad4c04f,2.0,9f48800b31,-,-,,
452,95c58a09a4,2.0,43a5cd3f69,-,-,,
453,fddc516119,2.0,e0c4997859,3.0,60.0,,
454,54dba4a6ad,2.0,d3b11464d2,3.0,60.0,,
455,3277e3a670,2.0,4af1e65a33,3.0,100.0,,
456,d17d9135b0,2.0,0def762aeb,-,-,,
457,86e60ceac8,2.0,0def762aeb,-,-,,
458,b64ecb1e0d,2.0,a3f8885e47,2.0,60.0,,
459,dae8400f3b,2.0,5ab8ea8556,2.0,80.0,,
460,40db6e9656,2.0,fc9c3cb979,3.0,60.0,,
461,a844e0fe2f,2.0,fd68e214e8,-,-,,
462,cb3b6e35b8,2.0,fd68e214e8,-,-,,
463,c1df395eb0,2.0,fd68e214e8,-,-,,
464,d1b1231060,2.0,fd68e214e8,-,-,,
465,8933cb38d4,2.0,03c4806282,3.0,100.0,,
466,39ed630309,2.0,2d59ede842,4.0,60.0,,
467,fbce41fd82,1.0,99d41501ff,3.0,100.0,,
468,6ed799ac98,2.0,5a0b271e15,1.0,100.0,,
469,67d9f80e53,2.0,1fc52cb2b2,3.0,30.0,,
470,5a74cf635c,2.0,4efb032b5a,3.0,60.0,,
471,28b2c51af7,2.0,4efb032b5a,2.0,70.0,,
472,610a1d1e3c,2.0,4efb032b5a,3.0,100.0,,
473,c8811ecdbc,2.0,99d41501ff,3.0,100.0,,
474,60e40f546d,2.0,99d41501ff,3.0,100.0,,
475,3baeb60b2c,2.0,99d41501ff,3.0,100.0,,
476,67c5150f9e,2.0,99d41501ff,3.0,100.0,,
477,ccb546f72d,2.0,c91839d3f3,-,-,,
478,0e3df6136b,2.0,906d0caa60,4.0,100.0,,
479,a49f79b9a9,2.0,7bafa97f13,4.0,100.0,,
480,ed19d468f9,2.0,3430af0982,3.0,100.0,,
481,0d343c2c48,2.0,481c982d40,-,-,,
482,cc62c55738,2.0,906d0caa60,-,-,,
483,29a90e163c,2.0,3daeabd2ce,2.0,-,,
484,5d90c2fb28,2.0,3daeabd2ce,2.0,-,,
485,21eadd5496,2.0,7bf21e732d,4.0,-,,
486,4c94654fda,2.0,7bf21e732d,4.0,-,,
487,7c082101fc,2.0,7bf21e732d,4.0,-,,
488,3791b54a5a,2.0,7bf21e732d,4.0,-,,2018-03-13
489,af94cd1455,2.0,7bf21e732d,4.0,-,,
490,7b1d8c09d2,2.0,7bf21e732d,4.0,-,,
491,4843078fce,2.0,7bf21e732d,4.0,-,,
492,8afd886296,2.0,7bf21e732d,4.0,-,,
493,014f241d49,2.0,7bf21e732d,4.0,-,,
494,7fb81d6988,2.0,5e13b01289,-,-,,2018-03-30
495,17f589d2e0,1.0,198cec62a1,3.0,50.0,,
496,b4ac267fa7,2.0,9b460752ca,4.0,100.0,,
497,b380cf0e02,2.0,26216ff73f,4.0,100.0,,
498,d7f98a3cf6,2.0,34454ae0f5,3.0,100.0,,
499,bf446041e2,2.0,9d3465eacc,4.0,100.0,,
500,861f3d422c,2.0,bd97f9a5fa,3.0,100.0,,
501,a864c609d0,2.0,bd97f9a5fa,3.0,100.0,,
502,76db4dbc17,2.0,ac3662a513,3.0,100.0,,
503,ce32c693db,2.0,c1f4b4bb9b,-,-,,
504,9a0eda69de,2.0,388858eebb,2.0,60.0,,
505,b77ccc2696,2.0,b7e5c0f937,3.0,60.0,,
506,48c26fa27d,2.0,686b0df2bd,3.0,100.0,,
507,68600832ce,2.0,686b0df2bd,3.0,100.0,,
508,3d63dfc7e4,2.0,19dbd0bed6,3.0,60.0,,
509,0d0047ca21,2.0,19dbd0bed6,3.0,60.0,,
510,df1e0453e3,2.0,19dbd0bed6,3.0,60.0,,
511,bb80f6847f,2.0,19dbd0bed6,3.0,60.0,,
512,1b3f5d4d21,1.0,d3b11464d2,4.0,50.0,,
513,1d5ffa8485,1.0,816ac3f3a9,3.0,-,,
514,1a2362c248,1.0,9b0d3a5fc6,3.0,70.0,,
515,33820dc091,1.0,2f8474cf8d,3.0,90.0,,
516,ad7d891e1d,1.0,5e9c5eb1cf,1.0,60.0,,
517,e913bbf67a,2.0,603dc9ab6b,4.0,100.0,,
518,5c0e359c9b,2.0,603dc9ab6b,4.0,100.0,,
519,948c8725d5,2.0,603dc9ab6b,4.0,100.0,,
520,aa1cf40504,2.0,ea836cb702,-,-,,
521,9d4e8c3390,2.0,ea836cb702,-,-,,
522,653f866db4,2.0,3ee5b84e96,2.0,50.0,,
523,cd9d5299b8,2.0,c2e19fe77b,4.0,100.0,,
524,4343898881,2.0,242a3c3a42,-,-,,
525,cc9604043c,2.0,bd97f9a5fa,-,-,,
526,4f96c36b2a,2.0,a9d8fd0a21,3.0,-,,
527,aa0be82ed3,2.0,9b0d3a5fc6,4.0,100.0,,
528,a9c2e8e819,2.0,16796dfe3e,3.0,60.0,,
529,7ab2d30340,2.0,345736eb92,-,-,,
530,28b9809261,2.0,4efb032b5a,3.0,60.0,,
531,5112dc76a5,2.0,4efb032b5a,3.0,60.0,,
532,00d5e84281,2.0,4efb032b5a,2.0,-,,
533,cc0f472abc,2.0,4efb032b5a,2.0,-,,
534,3793e24337,2.0,4efb032b5a,2.0,-,,
535,ea70d44ee5,2.0,198cec62a1,-,-,,
536,bc1fef9128,2.0,198cec62a1,-,-,,
537,8afb9e933d,2.0,198cec62a1,-,-,,
538,72d4e7dd15,2.0,3e342224f0,2.0,60.0,,
539,d7ddfd62ad,2.0,3e342224f0,2.0,60.0,,
540,fd3985da2e,2.0,7fcb433bba,3.0,100.0,,
541,cdfeffacd0,2.0,7fcb433bba,3.0,100.0,,
542,54277bb97a,2.0,4efb032b5a,3.0,60.0,,
543,f3bdf0281d,2.0,4efb032b5a,3.0,60.0,,
544,b086ff9dba,2.0,4efb032b5a,3.0,60.0,,
545,72a0ac4025,2.0,e500aaa647,-,-,,
546,53836d7d85,2.0,542855a7fa,-,-,,
547,cad8f6cabf,2.0,94b4cdec6a,-,-,,
548,b9324fefd8,2.0,2d59ede842,3.0,100.0,,
549,adfedb6893,1.0,3daeabd2ce,3.0,100.0,,
550,772c7f75ac,2.0,0b0f75e8d5,2.0,50.0,,
551,4ef4bbfa4e,2.0,ddb787aeb9,3.0,100.0,,
552,56f7fc9e78,2.0,51e782ac43,1.0,60.0,,
553,04b3e7c82a,2.0,686b0df2bd,3.0,100.0,,
554,3a77a20d08,2.0,da5eb98d7d,-,-,,
555,a5f20fcfbf,2.0,efc5f3da40,3.0,60.0,,
556,3cc808ad20,2.0,3e342224f0,3.0,60.0,,
557,59112d580a,2.0,235542bb7b,3.0,60.0,,
558,d2e825407c,2.0,542855a7fa,3.0,100.0,,
559,d2b980826a,2.0,fd50ed6b6f,-,-,,
560,36440e43fc,2.0,fd50ed6b6f,-,-,,
561,28b3726c14,2.0,bd97f9a5fa,3.0,60.0,,
562,68e60fa4fd,2.0,1beb4d6efc,-,-,,
563,f255701a80,2.0,46e48d50d2,-,-,,
564,0ae9cb4bd0,2.0,8d503d195b,3.0,60.0,,
565,468d34eda4,1.0,6c61f385fb,2.0,50.0,,
566,01c9d91829,1.0,204dbedf50,3.0,90.0,,
567,42001e8904,2.0,906d0caa60,-,60.0,,
568,966acf6d50,2.0,0def762aeb,4.0,100.0,,
569,31eeb8c813,2.0,dc7e4ae5fc,3.0,-,,
570,338da7f7e5,2.0,5e68c766c4,4.0,100.0,,
571,d4da3fd7fa,2.0,883b081ee0,3.0,100.0,,
572,889c2c41c5,2.0,923767d77a,4.0,100.0,,
573,197bb1c505,2.0,64c600d7c7,3.0,-,,
574,143ff351a9,2.0,a78f84ab16,-,-,,
575,083e54d133,2.0,1976359719,3.0,100.0,,
576,5f413aa088,2.0,198cec62a1,3.0,100.0,,
577,2787bee0cf,2.0,76b0a23dc8,3.0,60.0,,
578,944f67d50f,2.0,3daeabd2ce,2.0,30.0,,
579,e4e6417437,2.0,5e13b01289,-,-,,2018-03-19
580,027604c03a,1.0,94b4cdec6a,-,60.0,,
581,0e0989fb7e,1.0,1976359719,3.0,100.0,,
582,8afd47b984,2.0,43a5cd3f69,4.0,100.0,,
583,547734096f,2.0,43a5cd3f69,4.0,100.0,,
584,9f75371b6a,2.0,9d3465eacc,4.0,100.0,,
585,a5eb6a2a16,2.0,9d3465eacc,4.0,100.0,,
586,e709c96f74,2.0,7d352273e4,4.0,100.0,,
587,667bce9acb,2.0,7d352273e4,4.0,100.0,,
588,3343ab24b7,2.0,7d352273e4,4.0,100.0,,
589,5b44843927,2.0,7d352273e4,4.0,100.0,,
590,ac1b72d369,2.0,dc7e4ae5fc,4.0,100.0,,
591,94a221d5ab,2.0,dc7e4ae5fc,4.0,100.0,,
592,c29f79da53,2.0,dc7e4ae5fc,4.0,100.0,,
593,d687917189,2.0,556646a4ed,4.0,100.0,,
594,bfb46a3f80,2.0,efc5f3da40,3.0,50.0,,
595,7768383014,2.0,4efb032b5a,2.0,70.0,,
596,33f04cb1d3,2.0,3daeabd2ce,-,30.0,,
597,49501bcf46,1.0,99d41501ff,-,-,,
598,345e86916d,1.0,0b0f75e8d5,3.0,90.0,,
599,c4ff8911d9,1.0,787ea7298f,2.0,60.0,,
600,97a6e047ca,1.0,198cec62a1,3.0,60.0,,2018-03-05
601,097617cf91,1.0,b8942de7b2,3.0,60.0,,
602,20437d2bf4,2.0,198cec62a1,4.0,100.0,,
603,e6dac0a62f,2.0,dc7e4ae5fc,-,-,,
604,b4b651477c,2.0,f9133576b1,4.0,100.0,,
605,4ef2e3a18b,2.0,198cec62a1,3.0,100.0,,
606,89f29ec5d1,2.0,4f65703579,3.0,100.0,,
607,489e39741e,2.0,8b40ec9ab7,3.0,100.0,,
608,579ccace95,2.0,8b40ec9ab7,3.0,100.0,,
609,126d92d63d,2.0,8b40ec9ab7,3.0,100.0,,
610,419ce0964a,2.0,8b40ec9ab7,3.0,100.0,,
611,46ee08ef49,2.0,8b40ec9ab7,3.0,60.0,,
612,93319a3a08,2.0,8b40ec9ab7,2.0,100.0,,
613,76473bca7a,2.0,8b40ec9ab7,3.0,100.0,,
614,cf5ceb0d2d,2.0,af9b93a949,2.0,40.0,,
615,cc084f8431,2.0,86a6979f75,-,-,,
616,8e420a03e4,2.0,86a6979f75,-,-,,
617,9589d3f054,2.0,a9d8fd0a21,2.0,40.0,,
618,a283b57f02,2.0,a9d8fd0a21,2.0,40.0,,
619,094d5649f7,2.0,43999af013,3.0,100.0,,
620,3c79df1d80,1.0,9b0d3a5fc6,3.0,60.0,,
621,9ab7657395,1.0,3500c9fab0,3.0,50.0,,
622,998973282c,2.0,3ee5b84e96,2.0,50.0,,
623,d2c365759c,2.0,3ee5b84e96,2.0,50.0,,
624,35674a6b48,2.0,9b0d3a5fc6,4.0,100.0,,
625,8f4a053a13,2.0,4efb032b5a,2.0,60.0,,
626,3ae989f7b6,2.0,3d5774cf27,3.0,-,,
627,0e6bca5f6e,2.0,3d5774cf27,3.0,-,,
628,4aa0042589,2.0,3daeabd2ce,2.0,70.0,,
629,64f100aaee,2.0,f1d00479ef,2.0,60.0,,
630,e7bba59a72,2.0,f1d00479ef,2.0,60.0,,
631,4336d67c86,2.0,d8ba7a077f,-,-,,
632,84dfce89c5,2.0,42e6445fca,3.0,100.0,,
633,c4ea4afceb,1.0,3daeabd2ce,2.0,30.0,,
634,ca7647a231,1.0,5ab8ea8556,3.0,90.0,,
635,a176e8af93,1.0,94b4cdec6a,-,-,,
636,637a52ea80,1.0,204dbedf50,3.0,100.0,,
637,e77f6a1baa,1.0,75411efd6b,2.0,70.0,,
638,f45156ff1e,2.0,6728cbf52e,2.0,70.0,,
639,b5d4323f68,2.0,0b0f75e8d5,-,-,,
640,8ab69b9075,2.0,bd97f9a5fa,-,-,,
641,a33bc52488,2.0,556646a4ed,4.0,100.0,,
642,bb61bedff7,2.0,1a437675c1,3.0,100.0,,
643,6955057c93,2.0,1a437675c1,3.0,100.0,,
644,f17cd90e38,2.0,7bafa97f13,4.0,100.0,,
645,a50234652e,2.0,f1d00479ef,2.0,60.0,,
646,36b54beb72,2.0,7fcb433bba,3.0,-,,
647,72b1ad2949,2.0,4f65703579,3.0,-,,
648,e85b85e5d4,2.0,9b0d3a5fc6,4.0,100.0,,
649,1717c62cbe,2.0,7bf21e732d,-,-,,
650,83aa29b4b8,2.0,7bf21e732d,-,-,,
651,6a0f1004bb,1.0,8368e30fa1,3.0,60.0,,
652,a53c26f1f6,1.0,ac15b9f6e6,2.0,60.0,,
653,e794318c2b,2.0,9b0d3a5fc6,3.0,60.0,,
654,65a2c9c49c,2.0,fd68e214e8,3.0,100.0,,
655,938dee492f,2.0,556646a4ed,3.0,100.0,,
656,a07aad3f26,2.0,3d5774cf27,3.0,-,,
657,4d9f23c326,2.0,77d5da7823,3.0,-,,
658,8e26409a51,2.0,198cec62a1,1.0,-,,
659,85a36c2945,2.0,2d59ede842,3.0,-,,
660,39e56755de,2.0,8da53f587d,3.0,60.0,,
661,d1db160a0d,2.0,5934e3362b,3.0,-,,
662,88c0a131c1,2.0,542855a7fa,3.0,-,,
663,fa2e44db49,2.0,b1ea1fc403,4.0,60.0,,
664,5871e0caf4,2.0,930aadba98,-,-,,
665,7cf2eedbd5,2.0,e0c4997859,3.0,-,,
666,59d531ec43,2.0,906d0caa60,3.0,70.0,,
667,b36ed6d4b9,2.0,8a5ee0390f,-,-,,
668,7147734d3c,2.0,3ee5b84e96,2.0,-,,
669,fc738c9fc5,2.0,1a1fd2cec8,-,60.0,,
670,77f691b4d3,2.0,adbd559b78,3.0,60.0,,
671,ee2bdcb413,2.0,3daeabd2ce,2.0,30.0,,
672,42e592bc55,2.0,86a6979f75,-,-,,
673,551a72b05f,2.0,3daeabd2ce,3.0,100.0,,
674,038abb41a5,2.0,eb7d2a675a,3.0,100.0,,
675,66bd21ebf1,1.0,9b0d3a5fc6,3.0,80.0,,
676,38676d45f5,1.0,b33770a360,3.0,80.0,,
677,d3e31fdd6e,1.0,99d41501ff,4.0,100.0,,2018-03-12
678,27d206936e,2.0,b91072820a,-,-,,
679,1aab12d6a9,2.0,4efb032b5a,3.0,70.0,,
680,8813b112a9,2.0,4efb032b5a,3.0,60.0,,
681,852919b576,2.0,0b76f3c8dc,3.0,60.0,,
682,013c4c4075,2.0,20a3ffc977,3.0,100.0,,
683,3d8ae79786,2.0,20a3ffc977,3.0,100.0,,
684,d31607e052,2.0,bd97f9a5fa,3.0,-,,
685,bde27be03b,2.0,13613bec4d,4.0,100.0,,
686,94c2d09805,2.0,d4def0b78d,-,-,,
687,09d997f699,2.0,5a0b271e15,2.0,80.0,,
688,06d3312eb0,2.0,5a0b271e15,3.0,100.0,,
689,8fb0145e1e,2.0,787ea7298f,3.0,60.0,,
690,1d1322acca,2.0,fd68e214e8,2.0,50.0,,
691,6ef2188517,2.0,787ea7298f,2.0,40.0,,
692,4da2507f14,2.0,5008f1aa58,-,-,,
693,f467d56d88,2.0,8b40ec9ab7,2.0,70.0,,
694,bb34a29be0,2.0,a24139e2dd,3.0,50.0,,
695,e83310c29d,2.0,8da53f587d,3.0,40.0,,
696,c37a2b4186,1.0,930aadba98,3.0,100.0,,
697,eb3f2d2fd8,1.0,9b0d3a5fc6,-,-,,
698,78783be222,1.0,9b84d6b825,4.0,100.0,,
699,81e57cbc50,1.0,99d41501ff,4.0,100.0,,
700,01ca105f1a,2.0,003938d449,3.0,30.0,,
701,866390a7d0,2.0,fd68e214e8,-,-,,
702,6dcdec417e,2.0,fd68e214e8,-,-,,
703,6bdecc9ad7,2.0,fd68e214e8,-,-,,
704,8901a97d9f,2.0,fd68e214e8,-,-,,
705,f5ab691f61,2.0,fd68e214e8,-,-,,
706,c42e2a0438,2.0,4e2b1b5af7,-,-,,
707,ce7c41953c,2.0,4e2b1b5af7,-,-,,
708,5bac48eec5,2.0,0b0f75e8d5,4.0,100.0,,
709,e3a30530f7,2.0,0b0f75e8d5,4.0,100.0,,
710,1be0a7a71a,2.0,0b0f75e8d5,4.0,100.0,,
711,e56175bad9,2.0,99d41501ff,4.0,100.0,,
712,9da1d3e670,2.0,99d41501ff,4.0,100.0,,
713,f4ff89b5f7,2.0,95edb60932,4.0,100.0,,
714,651ac4430b,2.0,603dc9ab6b,4.0,100.0,,
715,dd60a8b78f,2.0,bd97f9a5fa,3.0,60.0,,
716,35d4507f8e,2.0,bce79eb8bf,3.0,60.0,,
717,55214431f4,2.0,7fcb433bba,2.0,-,,
718,ef9a8f67c5,2.0,7fcb433bba,-,-,,
719,7dc45c76fa,2.0,7fcb433bba,2.0,-,,
720,8f99c4c66b,2.0,f1d00479ef,-,-,,
721,5da234fc9b,2.0,756e32fa16,3.0,100.0,,
722,e23d25ecd7,2.0,4124de7159,3.0,60.0,,
723,e5511d5ea1,2.0,3daeabd2ce,2.0,70.0,,
724,b96b0d114f,2.0,8b40ec9ab7,3.0,100.0,,
725,89826c25fa,2.0,5934e3362b,3.0,70.0,,
726,3d978af74c,2.0,76b0a23dc8,2.0,50.0,,
727,a1b0f57464,1.0,9b0d3a5fc6,4.0,100.0,,
728,9b98cec8f8,1.0,03c4806282,-,-,,2018-03-20
729,16d4637b5d,1.0,a023d9bf1f,2.0,60.0,,
730,9b80fdd4a7,2.0,235542bb7b,3.0,60.0,,
731,624d9c4ec9,2.0,845a27c4be,3.0,-,,
732,ee059a3d9e,2.0,f2db8acd0a,3.0,60.0,,
733,40580fe530,2.0,d3b11464d2,3.0,100.0,,
734,c5a58a8c90,2.0,d3b11464d2,3.0,100.0,,
735,34aacf58ff,2.0,17892f5485,3.0,100.0,,
736,4b3c9d5946,2.0,17892f5485,3.0,100.0,,
737,ed47e5fa70,2.0,17892f5485,3.0,100.0,,
738,7a4809f223,2.0,3daeabd2ce,3.0,70.0,,
739,1254fffd33,2.0,3daeabd2ce,3.0,70.0,,
740,a98da24f7a,2.0,11532f4321,3.0,80.0,,
741,2a5ec34cf3,2.0,14294f608f,-,-,,
742,812057098c,2.0,32f4ce6bbf,-,60.0,,
743,b7d813c081,2.0,7f65198ef6,3.0,100.0,,
744,2aa860cbba,2.0,fd68e214e8,3.0,100.0,,
745,c895dc4c68,2.0,da6aff76f9,3.0,60.0,,
746,98c27d9d6a,2.0,cf0544f945,-,-,,
747,1bcd120114,2.0,cf0544f945,-,-,,
748,d1e650797b,1.0,0b0f75e8d5,3.0,60.0,,
749,34eab2ce89,2.0,0b76f3c8dc,4.0,60.0,,
750,d0a9e83ee7,2.0,2d59ede842,-,-,,
751,a8388a4cb8,2.0,42e6445fca,-,-,,2018-03-29
752,7791928f23,2.0,fe241300cd,4.0,100.0,,
753,62b17dbc7d,2.0,0b0f75e8d5,4.0,100.0,,
754,829bd26283,2.0,883b081ee0,4.0,100.0,,
755,a7fd50fbf9,2.0,883b081ee0,4.0,100.0,,
756,ce35b83746,2.0,f2db8acd0a,4.0,100.0,,
757,4c81b29e5c,2.0,f2db8acd0a,4.0,100.0,,
758,791e5df6af,2.0,f2db8acd0a,4.0,100.0,,
759,2f9e750498,2.0,f2db8acd0a,4.0,100.0,,
760,c10e3e1614,2.0,603dc9ab6b,-,-,,
761,6a2f4535b5,2.0,787ea7298f,2.0,40.0,,
762,6095748da0,2.0,faf3955a0c,-,60.0,,
763,2dd6b818ec,2.0,5ab8ea8556,3.0,100.0,,
764,09444e6fc5,2.0,5ab8ea8556,3.0,100.0,,
765,ad2ef45d81,2.0,5ab8ea8556,3.0,100.0,,
766,f3bb37b4ff,1.0,906d0caa60,2.0,60.0,,
767,a9e826c3ab,1.0,94b4cdec6a,3.0,60.0,,
768,d7d6bd5e1a,1.0,99d41501ff,3.0,100.0,,
769,1f7022ba56,2.0,42e6445fca,3.0,100.0,,
770,665e0d3d34,2.0,42e6445fca,3.0,100.0,,
771,96e01c4273,2.0,42e6445fca,3.0,100.0,,
772,0d9e7ea530,2.0,42e6445fca,3.0,100.0,,
773,cacf215a34,2.0,42e6445fca,3.0,100.0,,
774,97a7fb89b2,2.0,d6a8e24d56,3.0,100.0,,
775,cf72cebaa2,2.0,c91839d3f3,-,-,,
776,623c043dd5,2.0,5617336dd2,3.0,100.0,,
777,f16569ad75,2.0,8da53f587d,-,-,,2018-03-23
778,523ee3c918,2.0,5934e3362b,3.0,60.0,,
779,700c89bce8,2.0,8a5ee0390f,-,-,,
780,11fe993823,2.0,360ffd3477,-,60.0,,
781,a8f9ed127b,2.0,7fcb433bba,3.0,100.0,,
782,c94c3083c3,2.0,7fcb433bba,3.0,100.0,,
783,61035415ba,2.0,a3c6ee0858,3.0,60.0,,
784,e8549e04d6,2.0,5008f1aa58,-,-,,
785,2ebdcdd562,2.0,d5e91ce852,3.0,100.0,,
786,9720b458c3,1.0,042c8894a9,3.0,70.0,,
787,dabe374bf5,2.0,26216ff73f,3.0,100.0,,
788,98386d9ba5,2.0,26216ff73f,3.0,100.0,,
789,2ecfad8cac,2.0,26216ff73f,3.0,100.0,,
790,0b96cbbdb0,2.0,26216ff73f,3.0,100.0,,
791,31b8c4ef62,2.0,365676fd7f,2.0,60.0,,
792,2fad075fc3,2.0,198cec62a1,-,-,,
793,f4d8c74145,2.0,d3b11464d2,4.0,100.0,,
794,a837f7b13a,2.0,95edb60932,4.0,100.0,,
795,7bfefa54d8,2.0,95edb60932,4.0,100.0,,
796,c5458f241b,2.0,3e342224f0,3.0,100.0,,
797,dbd7816ef6,2.0,3e342224f0,3.0,100.0,,
798,e4f5ab824b,2.0,3e342224f0,3.0,100.0,,
799,6986eda897,2.0,99d41501ff,2.0,100.0,,
800,fb6506c651,2.0,99d41501ff,2.0,100.0,,
801,f03600f593,2.0,99d41501ff,2.0,100.0,,
802,c221dacac1,2.0,7fcb433bba,3.0,100.0,,
803,c53fd1f787,2.0,7fcb433bba,2.0,60.0,,
804,eee5d41df7,2.0,4efb032b5a,3.0,100.0,,
805,9c8e9a3ab4,2.0,a3f8885e47,-,-,,
806,d64c38db9d,2.0,a3f8885e47,2.0,100.0,,
807,ff5c28bfad,2.0,882aa1c303,3.0,60.0,,
808,640ead016c,2.0,882aa1c303,3.0,60.0,,
809,e10f4af735,2.0,882aa1c303,3.0,60.0,,
810,e16647394b,2.0,882aa1c303,3.0,60.0,,
811,e1bacbdd7e,2.0,882aa1c303,3.0,60.0,,
812,bd3038658d,2.0,da5eb98d7d,3.0,100.0,,
813,a8cf2a12e7,2.0,9b0d3a5fc6,3.0,60.0,,
814,c4c37a4b57,1.0,a3f8885e47,2.0,-,,
815,8c18c8c9e1,2.0,17892f5485,3.0,100.0,,
816,818024a060,2.0,558658b684,3.0,100.0,,
817,02b6527c8f,2.0,bd97f9a5fa,-,-,,
818,09b82fac47,2.0,a3f8885e47,2.0,60.0,,
819,a8324ffb10,2.0,e74b6f6041,3.0,60.0,,
820,377376156d,2.0,fec67e8be7,3.0,50.0,,
821,d691e0b031,2.0,93905470a7,-,-,,
822,eb26b56257,2.0,a77150a14f,3.0,60.0,,
823,d982b87a10,2.0,a77150a14f,3.0,100.0,,
824,dcb3ae25de,2.0,235542bb7b,3.0,60.0,,
825,7ccf993788,2.0,7cc01be867,3.0,60.0,,
826,46a235ffcb,2.0,7cc01be867,3.0,60.0,,
827,622d8bff29,2.0,0b0f75e8d5,4.0,100.0,,
828,fa9a2eefb7,2.0,fd68e214e8,3.0,100.0,,
829,02514838da,2.0,fd68e214e8,3.0,100.0,,
830,9984fdb064,2.0,603dc9ab6b,4.0,100.0,,
831,e5dd832667,2.0,603dc9ab6b,4.0,100.0,,
832,ac1c7b22ce,2.0,95edb60932,4.0,100.0,,
833,bcde7cb014,2.0,95edb60932,4.0,100.0,,
834,1a0660b800,2.0,95edb60932,4.0,100.0,,
835,557f7790d9,2.0,3af7d8ccaf,3.0,100.0,,
836,9d2d178b75,2.0,3af7d8ccaf,3.0,100.0,,
837,abd08c2f54,2.0,7f65198ef6,-,-,,
838,c67af7996d,2.0,7f69d11882,3.0,70.0,,
839,6dc483c612,2.0,02d265c94a,-,-,,
840,29084633a1,2.0,a3c6ee0858,2.0,70.0,,
841,9356c31707,2.0,056f08119e,4.0,-,,
842,ed15ac4599,2.0,593885239e,2.0,60.0,,
843,f363f97793,1.0,99d41501ff,-,-,,
844,593b9c70a6,1.0,7b90c9e338,3.0,60.0,,
845,b118ef50af,1.0,3500c9fab0,3.0,60.0,,
846,57f48cfb44,2.0,198cec62a1,3.0,100.0,,
847,121101ebd1,2.0,bd97f9a5fa,-,-,,
848,ea8dd19c93,2.0,bd97f9a5fa,-,-,,
849,61d7c57d69,2.0,198cec62a1,-,-,,
850,dcd4c10bcc,2.0,60f89407f3,4.0,100.0,,
851,489af50692,2.0,dc7e4ae5fc,3.0,100.0,,
852,740bab6bc5,2.0,82159e463d,3.0,100.0,,
853,76d579dfde,2.0,82159e463d,3.0,100.0,,
854,d7cba9214b,2.0,3e342224f0,2.0,60.0,,
855,dada81ce02,2.0,3e342224f0,2.0,60.0,,
856,def234acc3,2.0,bf509a941c,-,-,,
857,2d5e68eb37,2.0,8b40ec9ab7,2.0,40.0,,
858,396082ee39,2.0,e686890dbc,2.0,60.0,,
859,3a0f3cca50,2.0,90963edda0,4.0,100.0,,
860,da80ac026d,2.0,5ab8ea8556,3.0,90.0,,
861,e986af2a35,2.0,5ab8ea8556,3.0,90.0,,
862,00cb69d8fd,2.0,5ab8ea8556,3.0,90.0,,
863,ca2a4f6d7b,1.0,906d0caa60,4.0,30.0,,
864,b50399a523,2.0,4efb032b5a,2.0,70.0,,
865,19d5732907,2.0,4efb032b5a,2.0,70.0,,
866,43cbf40e91,2.0,4efb032b5a,3.0,60.0,,
867,d0ef33e780,2.0,bce79eb8bf,3.0,60.0,,
868,db19f55984,2.0,3500c9fab0,-,-,,
869,1e5acd6328,2.0,3500c9fab0,-,-,,
870,93d9bfd023,2.0,ddb787aeb9,3.0,100.0,,
871,6691174140,2.0,603dc9ab6b,4.0,100.0,,
872,8187ac3707,2.0,603dc9ab6b,4.0,100.0,,
873,6e4cbc828c,2.0,603dc9ab6b,4.0,100.0,,
874,25bb9108b3,2.0,4f65703579,4.0,100.0,,
875,cdcdaf8437,2.0,76baf78aac,3.0,100.0,,
876,70a36b0912,2.0,556646a4ed,3.0,-,,
877,a791decdd7,2.0,556646a4ed,3.0,-,,
878,7fe00c0b28,2.0,741a540259,2.0,60.0,,
879,4bebe20d15,2.0,df515ac979,2.0,60.0,,
880,d3131f3ab2,2.0,f1d00479ef,-,-,,
881,dd94f3aa00,2.0,99d41501ff,3.0,50.0,,2018-03-26
882,f456da5115,2.0,23a07819d6,3.0,80.0,,
883,fe4a7861d8,2.0,23a07819d6,3.0,100.0,,
884,2bba12a78d,2.0,5a0b271e15,3.0,100.0,,
885,20dfdf27af,2.0,4f65703579,3.0,100.0,,
886,09fca54905,2.0,57486c0cfb,-,-,,
887,b9454f352f,2.0,81d5cfc5d6,4.0,100.0,,
888,e46b665cef,2.0,41e8fa7190,4.0,100.0,,
889,7261e762c4,2.0,5a173145d5,-,-,,
890,f8670d7150,2.0,542855a7fa,-,-,,
891,f714811be5,2.0,a3c6ee0858,3.0,60.0,,
892,be8fef6149,1.0,3e472e2220,3.0,50.0,,
893,1e574eee72,2.0,a9d8fd0a21,3.0,70.0,,
894,7b5774e36d,2.0,4f65703579,3.0,100.0,,
895,5a13476377,2.0,e493e63757,-,100.0,,
896,b5e23cfd4c,2.0,81818cce80,-,-,,
897,f06fb6be00,2.0,19dbd0bed6,-,-,,
898,960f206683,2.0,93905470a7,3.0,60.0,,
899,4cd9970a3d,2.0,235542bb7b,-,-,,
900,1e4d2db819,2.0,f1d00479ef,2.0,60.0,,
