,user_ID,user_level,first_order_month,plus,gender,age,marital_status,education,city_level,purchase_power
4741,02f6b7268d,3,2011-10,0,M,36-45,S,3,1,3
4742,02f6cfad9a,2,2016-08,0,F,16-25,M,3,3,3
4743,02f6ea3030,2,2014-04,0,F,16-25,S,1,1,4
4744,02f6f646e6,2,2017-09,0,F,46-55,U,-1,4,-1
4745,02f729671f,4,2013-09,1,M,26-35,S,3,2,2
4746,02f72cc2eb,1,2018-03,0,F,>=56,U,-1,2,-1
4747,02f74e2a96,1,2018-03,0,M,16-25,U,-1,2,-1
4748,02f75aa890,3,2014-04,0,M,36-45,M,3,1,2
4749,02f762bf91,3,2013-02,1,M,26-35,M,3,2,2
4750,02f7c7089f,1,2018-03,0,F,>=56,U,-1,2,-1
4751,02f7d6acf7,2,2016-12,0,F,26-35,S,2,2,3
4752,02f7e2536b,4,2008-06,0,M,36-45,M,4,1,2
4753,02f7e5612d,1,2016-08,0,F,36-45,M,-1,4,-1
4754,02f7fede1c,4,2015-12,0,F,26-35,M,3,1,1
4755,02f81f0c0d,4,2016-10,0,M,46-55,M,2,3,2
4756,02f825c53c,1,2018-03,0,F,16-25,M,3,3,2
4757,02f899a890,3,2011-05,0,M,26-35,S,3,1,3
4758,02f89f30f9,3,2017-01,0,F,16-25,S,1,1,2
4759,02f8bebba6,3,2016-06,1,F,36-45,M,3,2,2
4760,02f8d59f32,4,2011-08,1,M,36-45,M,3,1,2
4761,02f8e170af,3,2012-08,1,F,26-35,S,3,1,2
4762,02f9269bf1,3,2015-06,0,F,26-35,S,3,3,2
4763,02f977107e,3,2016-01,0,F,26-35,S,2,3,2
4764,02f99568e1,1,2018-03,0,F,26-35,M,-1,4,4
4765,02f99a751f,4,2014-02,0,F,36-45,M,3,-1,2
4766,02fa543d8e,1,2017-02,0,F,36-45,S,2,2,3
4767,02fa56f1d2,1,2017-02,0,M,26-35,S,3,4,3
4768,02fab9d856,2,2016-04,0,F,26-35,M,3,3,2
4769,02fac29221,2,2015-12,0,M,26-35,S,-1,2,4
4770,02fad289bd,3,2012-05,0,M,26-35,S,3,1,2
4771,02fb056775,1,2017-07,0,F,26-35,M,3,5,2
4772,02fb337e88,2,2016-09,0,F,16-25,M,1,3,3
4773,02fb748259,4,2013-02,0,F,26-35,S,3,2,1
4774,02fb7ea201,4,2013-04,0,F,26-35,S,4,1,3
4775,02fba3d392,2,2015-06,0,F,36-45,S,3,3,3
4776,02fbc41ced,3,2012-09,0,M,46-55,M,3,2,2
4777,02fbdca993,2,2015-05,0,F,16-25,S,2,2,2
4778,02fc2f7f3e,2,2017-04,0,M,26-35,S,3,2,2
4779,02fc7dd8bb,2,2014-03,1,F,16-25,M,3,1,2
4780,02fcfaa2b6,2,2010-09,0,F,26-35,M,3,2,3
4781,02fd048f2f,4,2013-06,0,F,46-55,M,3,1,2
4782,02fd15f81f,4,2016-07,1,M,16-25,S,3,4,2
4783,02fd6f8f4c,1,2017-05,0,F,36-45,S,3,4,3
4784,02fd797dd3,1,2018-03,0,F,16-25,S,2,-1,2
4785,02fd7d9bdb,1,2018-03,0,F,>=56,S,-1,1,4
4786,02fd997f8b,2,2012-04,0,F,>=56,S,3,3,4
4787,02fda8ff3a,3,2016-06,1,F,26-35,S,3,2,2
4788,02fdeae69f,1,2018-01,0,F,>=56,M,1,-1,3
4789,02fe2b4590,2,2014-10,0,M,26-35,S,2,4,3
4790,02fe5c5b08,4,2014-03,1,M,26-35,M,3,2,2
4791,02fe6e39fb,2,2018-01,0,F,16-25,S,-1,3,3
4792,02fe74dce8,2,2017-05,0,F,16-25,S,-1,3,3
4793,02fe8be0b1,2,2016-07,0,F,16-25,S,2,1,3
4794,02fec3183e,2,2015-06,0,F,26-35,S,3,1,2
4795,02fee49457,1,2018-03,0,F,>=56,U,-1,2,-1
4796,02feebd7bc,3,2013-04,0,F,36-45,M,3,1,2
4797,02ff3baad8,1,2016-06,0,F,>=56,U,-1,-1,-1
4798,02ff878302,3,2015-02,0,F,16-25,S,3,2,2
4799,02ff907cff,1,2017-02,0,F,16-25,S,3,2,2
4800,02ffbfdc9c,2,2016-02,0,M,16-25,S,2,4,4
4801,02ffc9d9f9,3,2010-07,0,M,36-45,S,3,1,2
4802,02fff95512,3,2017-11,0,F,26-35,M,3,2,2
4803,03000a1d42,1,2018-03,0,F,16-25,U,-1,2,-1
4804,030070d4ba,2,2015-08,0,M,36-45,S,3,2,3
4805,030124edc5,1,2017-11,0,F,26-35,S,2,3,3
4806,0301404ea4,3,2010-06,1,F,36-45,S,3,2,2
4807,0301a33379,1,2018-01,0,F,36-45,M,-1,2,3
4808,0301a6a6a6,2,2015-04,0,F,26-35,S,3,3,2
4809,0302063e64,2,2014-01,0,F,16-25,U,3,-1,-1
4810,03025197c8,3,2015-11,0,M,26-35,S,3,3,2
4811,030268b954,3,2014-11,0,F,36-45,S,3,1,2
4812,0302c228cb,1,2017-03,0,F,16-25,S,-1,3,3
4813,0302e09229,2,2015-01,0,F,36-45,S,3,4,2
4814,03033f80be,1,2017-01,0,F,26-35,S,2,3,2
4815,0303b708fe,2,2016-11,0,M,16-25,S,3,1,2
4816,0303d8659b,3,2015-12,0,F,26-35,S,3,-1,2
4817,0303fa6a21,4,2011-12,0,F,26-35,M,4,1,2
4818,0303ff9e5c,1,2017-12,0,F,>=56,U,-1,4,-1
4819,03040c2e4f,3,2015-09,0,F,26-35,M,3,2,2
4820,03041f7611,2,2016-01,0,M,26-35,S,2,-1,2
4821,03042c1f32,4,2013-11,1,F,26-35,S,4,1,2
4822,03045d09b2,3,2014-02,0,F,26-35,M,3,2,3
4823,03047ffaec,1,2018-03,0,F,>=56,U,-1,2,-1
4824,03049bf6e1,2,2017-09,0,F,16-25,S,3,2,3
4825,0304af6018,1,2017-01,0,F,16-25,M,2,-1,2
4826,0304c06167,2,2018-02,0,M,26-35,M,3,3,3
4827,0304f93a63,1,2018-03,0,F,16-25,S,3,4,3
4828,030539de59,4,2016-09,0,M,>=56,M,3,2,2
4829,0305a4efdc,3,2011-01,0,M,26-35,S,3,3,3
4830,0305c86e94,4,2014-09,1,M,26-35,S,3,2,2
4831,0305eb61ec,4,2014-03,0,F,26-35,M,3,4,2
4832,0306d0d811,1,2018-03,0,M,>=56,M,-1,5,2
4833,0306d8e0a7,2,2013-01,0,F,26-35,S,3,2,2
4834,0306dd0cdd,4,2014-11,0,F,26-35,M,4,1,2
4835,03070e3247,1,2018-02,0,F,16-25,U,-1,4,-1
4836,0307b915be,1,2018-03,0,F,26-35,U,-1,4,-1
4837,0307e7857f,3,2015-01,0,M,36-45,S,3,-1,2
4838,0307f6e887,2,2016-03,0,F,26-35,M,2,1,2
4839,0308fe2419,4,2013-11,1,F,26-35,M,3,1,2
4840,030940ec5b,4,2010-09,1,M,26-35,M,4,4,2
4841,030960d361,1,2017-01,0,F,26-35,M,3,4,3
4842,03097b72df,3,2015-10,0,F,26-35,M,3,2,2
4843,03099d6459,4,2012-06,0,M,36-45,M,3,5,2
4844,0309b34afd,1,2016-06,0,F,16-25,S,2,1,4
4845,030adfe082,2,2015-11,0,F,26-35,M,3,2,-1
4846,030aea3333,1,2017-03,0,F,26-35,S,3,2,2
4847,030af3da1c,3,2016-09,0,F,36-45,M,3,3,2
4848,030af921c2,3,2015-03,0,F,26-35,S,3,2,2
4849,030b01d913,3,2015-11,0,F,26-35,M,3,2,3
4850,030b09379e,3,2016-04,1,M,36-45,M,3,4,2
4851,030b0e46bd,1,2017-04,0,F,16-25,S,3,2,2
4852,030b43b94b,2,2017-11,0,F,26-35,S,3,4,2
4853,030b61b633,1,2017-09,0,F,26-35,U,-1,2,-1
4854,030b7ef0a8,1,2017-05,0,M,16-25,S,3,2,2
4855,030bb4ff66,1,2016-02,0,F,16-25,M,2,3,2
4856,030bd32e3c,1,2014-02,1,F,26-35,S,3,2,2
4857,030bd5e053,1,2014-02,0,M,26-35,S,3,2,2
4858,030bed7129,3,2013-10,1,F,26-35,M,3,3,2
4859,030c122367,3,2016-04,0,M,46-55,M,2,1,3
4860,030c69c0f9,1,2018-03,0,F,16-25,U,-1,-1,-1
4861,030c74ecaf,4,2014-11,0,F,26-35,S,3,2,2
4862,030c8e71db,4,2014-07,1,M,26-35,S,4,5,3
4863,030ca6f6d2,4,2013-01,0,F,36-45,M,3,1,2
4864,030cf223fa,2,2015-07,0,F,46-55,S,3,1,2
4865,030d07f043,1,2018-03,0,F,36-45,U,-1,4,-1
4866,030d1e9b62,4,2014-04,0,F,36-45,S,3,2,3
4867,030d387657,4,2013-09,0,F,26-35,M,4,2,2
4868,030d3a4061,4,2011-04,1,F,26-35,M,4,1,2
4869,030d5f9a44,1,2018-03,0,F,16-25,M,3,1,3
4870,030d83531f,4,2015-10,1,F,26-35,M,3,2,2
4871,030d863097,1,2016-10,0,F,16-25,U,-1,4,-1
4872,030dffc13f,2,2016-04,0,F,16-25,S,2,1,3
4873,030e03ad54,4,2013-12,1,M,26-35,S,3,-1,2
4874,030e0f2bc1,1,2017-06,0,F,36-45,M,3,3,2
4875,030e2bcec8,4,2013-10,1,F,26-35,M,4,3,2
4876,030e52a38e,1,2018-03,0,F,46-55,U,-1,2,-1
4877,030e6f9729,1,2017-02,0,F,16-25,S,2,2,3
4878,030e91e58a,1,2018-03,0,F,26-35,S,3,4,3
4879,030ebe658b,3,2017-06,0,F,26-35,M,3,2,2
4880,030ef3a0bc,4,2012-08,1,M,>=56,M,4,1,2
4881,030f0d5bc4,2,2016-09,0,F,26-35,M,2,1,2
4882,030f1064d9,1,2017-11,0,F,26-35,M,3,2,2
4883,030f170892,1,2018-01,0,F,26-35,M,3,-1,2
4884,030f1b7d7d,2,2016-09,0,F,16-25,S,3,2,3
4885,030f3558af,2,2014-12,0,M,26-35,M,3,3,2
4886,030f56bb2b,1,2018-03,0,M,16-25,U,-1,2,-1
4887,030f7ba9c9,4,2009-05,1,F,46-55,M,3,1,2
4888,030f8c6198,4,2016-04,1,M,36-45,M,3,3,2
4889,030fc2aa23,1,2017-10,0,F,>=56,U,-1,2,-1
4890,03100ea9a4,4,2013-09,0,M,26-35,M,4,1,2
4891,031014c95f,2,2011-06,0,F,36-45,S,3,1,3
4892,03101e4f80,1,2017-09,0,F,16-25,M,2,2,3
4893,03101fc5a4,4,2014-12,0,M,26-35,M,4,2,2
4894,0310487936,1,2018-01,0,F,16-25,U,-1,3,-1
4895,0310c2f73e,3,2015-09,0,F,16-25,S,3,4,2
4896,0310cbd313,3,2014-09,1,M,16-25,S,3,2,2
4897,0310e49aec,1,2017-10,0,F,16-25,M,-1,-1,4
4898,0310ef1c82,2,2016-01,0,F,26-35,M,3,1,3
4899,03111dad59,2,2018-02,0,F,16-25,S,3,1,2
4900,031139aa2e,4,2013-11,0,F,26-35,M,3,2,2
4901,031181dd08,2,2016-08,1,F,26-35,S,3,1,2
4902,0311837c7e,3,2014-11,0,F,26-35,M,3,3,3
4903,0311a03d59,2,2017-01,0,F,16-25,S,3,2,2
4904,0311bd602c,4,2015-04,0,M,36-45,M,3,2,2
4905,0311c4fbe1,4,2015-08,1,M,16-25,M,3,2,3
4906,0311cd3856,1,2018-03,0,F,46-55,U,-1,1,-1
4907,0311d37d8b,4,2011-10,1,F,26-35,S,4,1,2
4908,0311eb701f,3,2016-07,0,F,36-45,S,2,2,2
4909,031240467d,4,2013-03,1,M,46-55,S,3,2,2
4910,03124936e1,3,2014-08,0,F,26-35,S,3,2,2
4911,0312d14402,3,2015-11,0,F,26-35,M,3,1,2
4912,031322a7d2,2,2013-08,0,F,36-45,S,3,2,2
4913,03132743e5,3,2015-05,0,F,16-25,S,3,2,3
4914,03133cf6d3,1,2018-03,0,F,46-55,U,-1,2,-1
4915,0313480509,1,2018-01,0,F,46-55,U,-1,2,-1
4916,031356f4ea,4,2012-02,0,F,26-35,S,4,1,2
4917,0313a57377,3,2015-10,0,F,26-35,M,3,3,3
4918,0313a6ac20,2,2015-06,0,F,26-35,S,3,1,2
4919,0313af17b2,2,2014-08,0,F,36-45,S,3,2,2
4920,0314030ffc,3,2013-10,0,F,26-35,S,3,2,2
4921,03140db6c1,2,2016-11,0,F,16-25,S,3,1,2
4922,03142e3d4e,3,2016-12,0,F,36-45,S,1,4,2
4923,03143edc30,2,2015-03,0,F,16-25,S,3,2,2
4924,031484e50d,2,2017-10,0,F,16-25,S,3,2,3
4925,0314a9cb87,2,2013-12,0,F,26-35,S,3,2,2
4926,0314ac4116,3,2012-10,0,F,26-35,M,3,2,2
4927,0314f40871,2,2017-04,0,M,16-25,S,3,3,2
4928,03156ef8bb,1,2018-03,0,F,26-35,M,-1,4,3
4929,031586f190,2,2016-02,1,F,16-25,S,3,4,2
4930,03158fecef,3,2015-03,0,F,26-35,M,3,1,2
4931,0315c35c1c,2,2014-10,0,M,26-35,S,3,1,2
4932,0315ca685e,3,2014-02,0,F,36-45,M,4,2,3
4933,0315cab53f,1,2018-02,0,F,26-35,M,3,3,2
4934,0315dd0d4c,1,2017-10,0,F,16-25,S,3,-1,2
4935,03167e2ece,3,2015-05,0,F,26-35,S,4,2,3
4936,031680d49f,4,2010-02,1,M,36-45,S,4,1,2
4937,03168bedbd,4,2011-11,1,F,26-35,M,4,1,2
4938,0316a0b35f,2,2017-02,0,F,26-35,S,3,3,2
4939,0316e59178,2,2013-06,0,F,26-35,M,3,1,2
4940,031728ae75,4,2011-08,1,F,36-45,M,4,1,2
4941,031728d05d,2,2017-06,0,F,36-45,M,2,-1,2
4942,0317483f6d,1,2016-01,0,F,>=56,M,2,4,2
4943,03177e6b57,4,2011-06,1,F,26-35,M,4,4,2
4944,031791c3a3,1,2017-10,0,F,16-25,M,2,1,2
4945,0317b8649e,3,2017-03,0,F,16-25,S,3,2,2
4946,0317d27c00,3,2014-06,1,F,26-35,S,3,2,3
4947,03180bc03f,2,2016-03,0,F,26-35,M,3,-1,3
4948,03182c1f38,1,2016-01,0,F,26-35,S,1,2,2
4949,031853368f,4,2012-08,1,F,16-25,M,4,1,2
4950,031899e952,4,2012-05,0,M,26-35,M,4,3,2
4951,03189bf765,3,2017-02,0,F,26-35,S,3,-1,2
4952,031906457b,4,2010-06,1,M,26-35,M,3,-1,2
4953,03192f7772,4,2012-12,0,M,16-25,S,4,3,2
4954,031933b18c,3,2015-07,0,M,16-25,S,2,4,2
4955,03193b8366,2,2017-08,1,F,16-25,S,3,2,5
4956,03193e838c,1,2016-11,0,F,26-35,M,3,4,2
4957,0319597681,3,2015-12,0,M,16-25,M,3,3,3
4958,031a0b27df,1,2015-10,0,F,36-45,M,2,-1,2
4959,031a2a2bf1,2,2016-03,0,F,26-35,S,2,1,3
4960,031a3f752d,4,2011-08,1,M,36-45,M,3,2,2
4961,031a7fcae5,3,2015-12,0,F,46-55,M,2,1,2
4962,031abee381,4,2011-07,0,F,26-35,M,4,1,2
4963,031af5f93d,2,2016-11,0,F,26-35,S,3,3,2
4964,031b50d034,4,2015-08,1,M,>=56,M,4,3,2
4965,031bd8e5dc,3,2014-11,0,F,26-35,M,3,2,2
4966,031bdad8ce,3,2013-11,0,F,26-35,M,3,2,2
4967,031c217cf8,3,2017-02,0,F,>=56,M,2,3,2
4968,031cd487ba,1,2017-01,0,F,46-55,U,-1,3,-1
4969,031cdf4e91,1,2016-12,0,F,26-35,M,3,4,3
4970,031d5c0725,4,2016-01,1,F,26-35,M,3,2,2
4971,031d6d3045,3,2014-09,0,M,26-35,S,3,3,1
4972,031d8ca588,2,2015-08,0,F,26-35,S,1,2,2
4973,031dc4e711,3,2013-09,0,F,26-35,S,2,1,3
4974,031df61b58,4,2016-09,0,F,46-55,S,3,5,2
4975,031e0d72df,4,2012-06,1,F,26-35,M,3,2,2
4976,031e13cc06,2,2014-09,0,F,26-35,S,3,2,2
4977,031e2c722d,2,2014-03,0,M,26-35,M,3,2,4
4978,031e416c11,2,2012-11,0,F,26-35,M,3,1,3
4979,031efdb6dc,4,2017-11,0,F,16-25,M,2,3,2
4980,031efe12f4,3,2015-06,1,M,36-45,M,3,3,2
4981,031f50b17b,2,2017-07,0,F,16-25,S,-1,2,2
4982,031f5bec0c,1,2017-11,0,F,26-35,U,-1,2,-1
4983,031f5db4a2,4,2013-10,1,F,26-35,M,4,1,2
4984,03206eb962,3,2015-06,0,F,26-35,S,3,4,2
4985,0320799182,3,2016-08,1,F,26-35,M,3,2,2
4986,03207c0b04,2,2016-08,0,F,16-25,S,3,2,2
4987,03207ddd3a,4,2012-10,0,F,26-35,M,3,1,2
4988,0320d6bbfc,1,2016-01,0,M,26-35,U,2,3,-1
4989,0320eb339d,3,2010-12,1,F,26-35,S,3,1,2
4990,0320f5633d,3,2015-11,1,M,16-25,S,3,4,2
4991,03211981a1,3,2015-08,0,F,36-45,M,3,4,2
4992,03212a4285,4,2011-11,0,M,26-35,S,3,1,2
4993,0321363688,2,2017-08,0,F,16-25,S,3,1,2
4994,032149f7a4,1,2018-03,0,F,36-45,U,-1,1,-1
4995,0321739709,2,2017-02,0,F,26-35,M,-1,2,2
4996,0321a40882,4,2013-12,1,F,26-35,S,4,5,2
4997,0321b6f8d8,2,2016-08,0,M,16-25,S,2,4,2
4998,0321e30a63,3,2014-07,0,M,26-35,S,3,3,2
4999,032231cdd1,4,2014-01,0,M,26-35,M,3,2,2
5000,032280bcc5,4,2013-05,1,F,26-35,S,4,4,2
5001,03228bce99,2,2016-07,0,F,36-45,M,3,1,3
5002,0322928654,1,2017-10,0,F,26-35,U,-1,-1,-1
5003,0322db57f1,2,2017-04,0,F,16-25,S,3,4,3
5004,0322ebb846,4,2015-04,1,M,26-35,S,3,1,2
5005,0322eedd17,2,2017-05,0,M,16-25,S,-1,1,3
5006,03233cb56e,4,2007-06,1,M,36-45,M,4,1,2
5007,03235921ee,3,2012-06,1,F,26-35,M,3,2,2
5008,03235a48d0,4,2013-05,1,M,26-35,S,3,4,2
5009,0323db5179,1,2015-08,0,M,16-25,S,2,2,2
5010,032449780c,1,2018-03,0,F,46-55,U,-1,1,-1
5011,0324802b32,2,2014-06,0,M,26-35,U,3,3,-1
5012,032491a46f,4,2014-07,1,M,26-35,M,4,1,2
5013,03249400fb,1,2017-11,0,F,16-25,M,-1,2,3
5014,0324d31522,2,2017-02,0,F,16-25,S,3,3,2
5015,0324e19d9f,4,2011-02,0,F,26-35,M,3,1,2
5016,0324e3a727,2,2017-02,0,F,46-55,S,2,-1,2
5017,03250d64bb,1,2018-03,0,F,16-25,S,-1,4,3
5018,0325622649,4,2017-11,0,F,16-25,M,1,4,2
5019,0325651cec,2,2017-03,0,F,16-25,M,3,-1,2
5020,0325859acf,2,2015-07,0,F,26-35,M,3,4,2
5021,032619fd2f,3,2015-12,0,F,16-25,S,3,3,2
5022,032643846e,2,2016-09,0,F,26-35,S,2,4,2
5023,032647cf70,4,2012-07,1,M,36-45,M,4,1,2
5024,0326c2865f,2,2017-09,0,F,36-45,S,2,-1,2
5025,0326d9a368,1,2018-03,0,F,16-25,S,3,-1,3
5026,0326fcce81,2,2015-06,0,F,26-35,M,2,3,2
5027,0327311882,1,2017-11,0,M,16-25,S,2,-1,1
5028,0327e2beab,3,2017-09,0,F,26-35,S,3,4,2
5029,0327edf75f,3,2016-06,0,F,36-45,M,3,1,2
5030,0328026487,2,2017-11,0,M,16-25,U,-1,1,-1
5031,0328a2108c,2,2017-09,0,F,36-45,M,3,3,3
5032,0328acd241,4,2010-08,1,M,36-45,M,4,1,2
5033,0328c86fa3,4,2016-06,1,F,36-45,M,3,3,2
5034,0328c8fe43,1,2018-03,0,F,16-25,S,2,2,2
5035,0328e7983e,2,2016-12,0,F,26-35,M,3,2,2
5036,0329359f70,1,2018-03,0,F,16-25,S,2,1,3
5037,0329526477,2,2013-09,0,M,36-45,U,2,3,-1
5038,03297be8dc,2,2014-11,0,F,26-35,S,3,1,2
5039,0329a19870,4,2012-04,0,F,26-35,M,4,4,2
5040,0329ee9684,2,2017-06,0,M,16-25,M,-1,2,3
5041,0329f0ffef,1,2018-02,0,F,16-25,U,-1,3,-1
5042,032a197032,3,2015-11,1,M,16-25,S,2,1,3
5043,032a3f58d8,1,2018-03,0,M,16-25,U,-1,4,-1
5044,032a4553fa,4,2014-08,1,M,>=56,M,3,2,2
5045,032a81ce04,1,2017-09,0,F,16-25,U,-1,-1,-1
5046,032aaa85f5,3,2012-11,0,F,26-35,M,3,2,2
5047,032ad22688,2,2013-11,1,M,26-35,S,3,-1,3
5048,032b13fa12,4,2012-04,1,F,36-45,M,4,1,2
5049,032b24c684,4,2009-09,1,M,36-45,M,4,2,3
5050,032b43e974,2,2017-09,1,F,26-35,S,3,2,2
5051,032b45f04e,2,2017-12,0,F,>=56,M,3,-1,2
5052,032b76657c,1,2017-01,0,M,36-45,M,2,4,2
5053,032b79e941,1,2016-12,0,F,26-35,S,2,-1,3
5054,032b97b4f2,4,2011-06,1,M,26-35,S,3,2,2
5055,032ba4ad13,2,2017-06,0,M,26-35,S,1,3,2
5056,032bcb19cf,2,2010-08,0,F,26-35,M,3,3,2
5057,032c14f1ec,4,2012-12,0,F,36-45,M,3,-1,3
5058,032c242c33,2,2017-03,0,F,16-25,S,3,1,2
5059,032c340262,2,2017-06,0,F,16-25,S,3,2,2
5060,032c421ff6,3,2013-10,0,F,36-45,M,3,1,2
5061,032c56f888,4,2013-01,1,M,16-25,S,3,1,2
5062,032cc65b97,3,2016-04,0,F,26-35,S,3,1,2
5063,032d94dd1f,4,2014-06,0,M,26-35,M,3,1,2
5064,032dc19da1,1,2018-02,0,M,16-25,S,3,3,3
5065,032e7cb6c7,2,2015-10,0,F,46-55,S,2,1,2
5066,032e915112,3,2017-08,0,M,46-55,M,3,2,2
5067,032ece7695,2,2011-06,0,F,36-45,S,3,4,2
5068,032ee12430,1,2015-01,0,F,26-35,M,2,2,3
5069,032ee6f592,3,2013-11,0,F,36-45,S,2,4,3
5070,032eefb7cc,3,2016-02,0,F,16-25,M,3,2,3
5071,032f14bf49,3,2015-11,0,M,16-25,S,3,2,2
5072,032f1cea12,4,2016-05,0,F,26-35,M,4,4,2
5073,032f71ad92,3,2010-12,0,F,36-45,S,3,1,2
5074,032f780e7d,2,2014-07,1,F,26-35,S,3,1,2
5075,032fd0299b,4,2012-10,1,M,26-35,M,3,2,2
5076,03301665e3,2,2015-11,0,F,16-25,S,2,2,2
5077,03307a2d18,3,2013-02,0,F,26-35,U,-1,1,-1
5078,033097ba9b,2,2017-06,1,F,36-45,M,3,2,2
5079,03309cdd5a,2,2017-11,0,F,26-35,S,3,2,2
5080,0330f7dfc2,2,2014-12,0,M,16-25,S,2,3,3
5081,03310b8a51,2,2014-03,0,F,36-45,S,2,2,4
5082,03310e6eb8,1,2018-03,0,F,16-25,U,-1,2,-1
5083,0331125473,1,2018-03,0,M,16-25,S,-1,-1,3
5084,03312da7ca,1,2018-03,0,F,16-25,S,3,4,2
5085,033144471f,3,2014-03,0,M,26-35,M,3,2,2
5086,033195ff14,4,2013-09,1,F,26-35,M,3,1,3
5087,0331adc8a5,3,2015-04,0,F,16-25,S,3,2,3
5088,0332385855,2,2017-09,0,F,26-35,S,1,-1,2
5089,03328b0754,4,2012-04,1,M,46-55,M,3,2,1
5090,0332934bbc,1,2018-02,0,F,16-25,M,3,3,2
5091,0332cd4469,4,2014-10,1,M,26-35,S,4,3,2
5092,0332e26322,4,2013-03,1,M,26-35,M,4,2,2
5093,0332f27c6d,2,2017-02,0,F,26-35,U,-1,3,-1
5094,033309402a,2,2016-08,0,M,16-25,S,2,2,2
5095,03330ea706,2,2016-07,0,F,26-35,S,3,2,2
5096,0333104370,3,2015-01,0,M,26-35,M,2,4,2
5097,0333322275,2,2016-03,0,F,16-25,S,3,2,2
5098,0333620e7f,3,2009-09,1,F,46-55,M,4,1,2
5099,0333672570,2,2014-04,0,F,16-25,S,3,3,3
5100,0333bcd37b,3,2017-05,0,M,26-35,S,3,2,2
5101,0333e1949a,2,2016-11,0,F,26-35,M,3,3,2
5102,0333ec99fc,1,2017-12,0,F,16-25,S,2,3,3
5103,033407ccae,2,2012-11,0,F,26-35,M,3,4,2
5104,03342262c6,1,2018-03,0,F,46-55,U,-1,-1,-1
5105,0334329c6e,2,2015-06,0,M,26-35,S,3,3,3
5106,03343fe56e,3,2013-10,0,M,36-45,S,2,-1,2
5107,0334427ee5,1,2017-10,0,F,16-25,S,-1,-1,4
5108,033478e7ba,1,2017-02,0,M,16-25,S,2,3,2
5109,0334dfd646,1,2018-02,0,F,>=56,S,2,1,2
5110,033506c9b7,2,2015-06,0,F,26-35,S,3,2,3
5111,0335218b02,2,2013-10,0,F,>=56,M,2,2,2
5112,03352f6fc5,4,2014-06,1,M,26-35,M,3,1,2
5113,0335388fdb,3,2012-06,0,F,46-55,S,3,3,3
5114,033546fca0,1,2012-11,0,M,26-35,S,3,1,2
5115,03354b8bd1,1,2018-03,0,F,26-35,S,3,3,4
5116,03354e52bd,3,2011-04,0,F,26-35,S,3,5,2
5117,033550fd94,1,2017-08,0,M,16-25,S,-1,1,3
5118,0335593518,2,2016-07,0,F,36-45,M,3,4,2
5119,0335878290,1,2018-03,0,F,16-25,S,3,3,3
5120,0335925885,1,2017-11,0,F,36-45,S,-1,3,2
5121,0335a04705,4,2010-09,1,F,36-45,M,3,1,2
5122,0335a19952,1,2018-03,0,F,36-45,U,-1,2,-1
5123,0335a39073,4,2017-04,0,F,26-35,M,3,-1,2
5124,0335bb220e,3,2016-11,0,F,26-35,M,3,-1,3
5125,0336125f1e,2,2016-02,0,M,36-45,S,2,4,2
5126,033659eb1e,2,2017-01,0,F,26-35,S,2,4,2
5127,03365c146d,2,2017-09,0,M,16-25,S,2,2,2
5128,0336a64a8d,3,2013-08,0,F,26-35,S,3,1,2
5129,033704eb3b,1,2018-01,0,M,36-45,M,1,2,2
5130,0337142d68,3,2017-01,0,F,26-35,S,3,2,2
5131,0337431fa6,3,2012-09,0,F,26-35,M,3,2,2
5132,0337600b3f,4,2012-07,1,F,26-35,M,4,1,3
5133,03378f44f3,2,2015-09,0,M,16-25,S,3,1,2
5134,033798d42e,2,2018-03,0,F,>=56,M,-1,2,-1
5135,0337a4fc34,1,2018-02,0,F,26-35,S,2,2,2
5136,0337db383b,3,2008-08,0,F,26-35,M,4,1,2
5137,0337e7ae16,1,2018-03,0,F,16-25,U,-1,2,-1
5138,03381d5828,4,2012-07,1,F,36-45,M,3,1,2
5139,03385b20b9,3,2012-02,0,M,36-45,M,3,1,2
5140,0338adcbdc,2,2017-09,0,F,36-45,M,2,-1,2
5141,0338afddd7,2,2014-07,0,F,46-55,S,3,-1,2
5142,0338b2f067,1,2017-04,0,F,26-35,M,3,2,2
5143,03390e9288,2,2017-05,0,F,16-25,U,-1,2,-1
5144,03392e8dda,1,2018-03,0,F,16-25,U,-1,3,-1
5145,03395609dc,1,2017-07,0,F,16-25,S,3,2,3
5146,03399b5212,2,2016-06,0,F,36-45,S,3,1,2
5147,0339b68aa5,4,2009-03,1,F,26-35,M,3,1,2
5148,0339bee645,1,2017-09,0,F,36-45,S,2,4,2
5149,0339cfdcef,3,2010-12,1,F,36-45,S,3,1,2
5150,0339f03b55,4,2013-05,0,F,26-35,S,4,2,2
5151,0339f4477d,3,2017-10,0,F,26-35,M,-1,2,4
5152,033a1428de,3,2013-10,0,F,36-45,S,2,1,2
5153,033a1ac4ab,2,2013-12,1,F,26-35,M,3,2,2
5154,033a2ccf47,2,2015-11,0,F,16-25,S,2,4,3
5155,033addbbb5,3,2011-11,1,F,26-35,M,3,-1,2
5156,033af6f035,2,2015-03,0,F,36-45,M,-1,4,-1
5157,033b138d40,4,2014-06,1,F,26-35,S,4,2,2
5158,033b587662,2,2017-05,0,F,26-35,M,2,1,3
5159,033bc2b717,1,2017-10,0,F,16-25,M,3,3,3
